CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,MonthlyProfit,CostToServe,MarketingSpend,Discount,Region,SignupMonth
7865-OAULG,1,United States,California,Sacramento,95814,"38.5733, -121.5057",38.5733,-121.5057,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,1101.45,No,0,5,4457,,-7.38,11.32,266.34,0.176,North California,2016-02-01
9527-WLLXE,1,United States,California,Oakland,94601,"37.7513, -122.2803",37.7513,-122.2803,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,78.82,5409.65,No,0,12,5822,,18.32,38.64,208.83,0.167,North California,2015-05-01
4680-OJICG,1,United States,California,Stockton,95202,"37.8964, -121.2782",37.8964,-121.2782,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.16,887.14,Yes,1,56,3309,Long wait times,22.51,44.86,245.11,0.089,Central California,2020-04-01
4222-VIEWJ,1,United States,California,San Diego,92101,"32.7132, -117.1279",32.7132,-117.1279,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.04,6454.78,No,0,37,6469,,34.64,39.73,534.93,0.024,South California,2015-09-01
9278-CAXCA,1,United States,California,Oakland,94601,"37.7598, -122.288",37.7598,-122.288,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.79,4471.86,No,0,43,5188,,17.4,43.34,417.88,0.056,North California,2016-08-01
6788-IMKHM,1,United States,California,Santa Rosa,95401,"38.4033, -122.7123",38.4033,-122.7123,Male,0,No,No,15,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.06,1063.84,No,0,7,3734,,18.06,35.59,109.61,0.169,North California,2019-11-01
3338-FFDNO,1,United States,California,Anaheim,92805,"33.7975, -117.969",33.7975,-117.969,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,64.14,4068.81,No,0,6,5154,,4.06,30.57,535.93,0.112,South California,2015-10-01
1157-LTAHY,1,United States,California,Riverside,92501,"34.0067, -117.4427",34.0067,-117.4427,Female,1,Yes,No,53,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,69.5,3665.49,Yes,1,48,4339,Moved,21.93,30.62,291.72,0.069,South California,2016-09-01
4841-ANKFB,1,United States,California,Stockton,95202,"37.9461, -121.3657",37.9461,-121.3657,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,78.1,228.47,No,0,6,3473,,21.05,30.05,319.9,0.175,Central California,2020-12-01
8952-VRAWM,1,United States,California,Fresno,93701,"36.7289, -119.7546",36.7289,-119.7546,Female,1,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.72,1310.32,No,0,26,4691,,-4.66,11.52,298.11,0.022,Central California,2015-09-01
5278-WLGGY,1,United States,California,San Jose,95112,"37.368, -121.9032",37.368,-121.9032,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.01,1277.1,No,0,5,4946,,3.02,9.31,205.23,0.006,Central California,2015-11-01
5903-PPFKY,1,United States,California,Modesto,95354,"37.632, -121.0905",37.632,-121.0905,Male,1,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.3,1526.14,No,0,5,4573,,-0.57,11.25,280.96,0.115,Central California,2016-03-01
2308-YHHAR,1,United States,California,Stockton,95202,"37.9438, -121.294",37.9438,-121.294,Male,0,No,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.35,5201.56,No,0,37,6257,,36.58,35.9,144.07,0.047,Central California,2015-11-01
3871-LPQYO,1,United States,California,Santa Rosa,95401,"38.4639, -122.7765",38.4639,-122.7765,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.53,1468.29,No,0,5,4830,,5.16,10.74,92.06,0.124,North California,2015-09-01
2600-SBVHS,1,United States,California,San Francisco,94109,"37.8083, -122.3364",37.8083,-122.3364,Male,1,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.99,1408.24,No,0,13,4504,,-4.18,10.91,268.59,0.185,North California,2015-10-01
2411-KSQAA,1,United States,California,Oakland,94601,"37.797, -122.3001",37.797,-122.3001,Male,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,53.44,1053.48,No,0,21,3372,,16.22,18.89,302.61,0.107,North California,2019-06-01
9826-NWBMO,1,United States,California,Riverside,92501,"33.9846, -117.3414",33.9846,-117.3414,Male,1,No,No,63,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,59.08,3670.35,No,0,5,6026,,13.22,25.66,199.75,0.201,South California,2015-11-01
9287-SQHZI,1,United States,California,Fresno,93701,"36.6987, -119.7327",36.6987,-119.7327,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.21,837.18,Yes,1,88,2794,Competitor offered higher download speeds,30.91,36.36,344.77,0.042,Central California,2020-04-01
3504-SZWEV,1,United States,California,Bakersfield,93301,"35.3303, -119.0664",35.3303,-119.0664,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.95,1190.38,No,0,10,4621,,-2.87,11.45,201.1,0.105,Central California,2016-01-01
4180-FYYJA,1,United States,California,Bakersfield,93301,"35.4118, -119.0149",35.4118,-119.0149,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),82.38,4926.62,No,0,35,5422,,21.0,39.11,372.35,0.082,Central California,2016-02-01
2888-OBFDY,1,United States,California,San Diego,92101,"32.7379, -117.1334",32.7379,-117.1334,Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.04,4527.31,Yes,1,65,4705,Moved,17.56,38.39,329.33,0.059,South California,2016-01-01
4196-JKAOX,1,United States,California,San Francisco,94109,"37.7977, -122.4136",37.7977,-122.4136,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.3,4504.4,No,0,40,5787,,23.62,31.58,335.82,0.056,North California,2016-01-01
8321-GAUVX,1,United States,California,Sacramento,95814,"38.5956, -121.4763",38.5956,-121.4763,Male,0,No,No,67,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),75.34,5063.03,No,0,22,6262,,23.34,28.84,391.19,0.091,North California,2015-07-01
6194-MTRTH,1,United States,California,Santa Rosa,95401,"38.4427, -122.7806",38.4427,-122.7806,Male,0,No,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),85.94,1444.33,No,0,11,5237,,1.44,40.29,446.34,0.298,North California,2019-09-01
9127-ACROO,1,United States,California,Bakersfield,93301,"35.4081, -118.991",35.4081,-118.991,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.16,1182.7,No,0,16,3941,,-5.17,13.54,260.25,0.133,Central California,2016-07-01
9180-WSECD,1,United States,California,Los Angeles,90001,"34.099, -118.268",34.099,-118.268,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,0.0,No,0,9,2883,,0.38,11.2,122.8,0.085,South California,2021-01-01
6525-SUCHI,1,United States,California,Bakersfield,93301,"35.4189, -119.0012",35.4189,-119.0012,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,1204.35,No,0,5,4836,,-1.14,9.29,272.3,0.008,Central California,2016-02-01
6691-BVCNY,1,United States,California,Fresno,93701,"36.7328, -119.7411",36.7328,-119.7411,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.7,3893.67,No,0,18,5270,,23.89,39.41,155.31,0.066,Central California,2016-10-01
2747-ROVPW,1,United States,California,Riverside,92501,"34.0499, -117.3421",34.0499,-117.3421,Male,0,Yes,No,66,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,63.66,4214.74,No,0,27,5559,,19.87,29.14,256.84,0.062,South California,2015-08-01
4625-ERZLV,1,United States,California,Oakland,94601,"37.8158, -122.2538",37.8158,-122.2538,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,81.67,1172.4,No,0,61,3893,,17.13,41.72,412.41,0.069,North California,2019-12-01
8895-QUOUI,1,United States,California,Stockton,95202,"37.9893, -121.2587",37.9893,-121.2587,Female,1,Yes,No,55,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,56.06,3058.38,Yes,1,39,4498,Attitude of support person,12.33,25.72,366.2,0.049,Central California,2016-07-01
5734-CFPSA,1,United States,California,Stockton,95202,"37.9718, -121.2564",37.9718,-121.2564,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),83.14,4452.35,No,0,28,5523,,37.95,30.41,340.71,0.007,Central California,2016-08-01
1620-ANIBU,1,United States,California,Bakersfield,93301,"35.3857, -118.9439",35.3857,-118.9439,Female,0,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.56,1127.18,No,0,5,4693,,-8.71,12.17,294.65,0.152,Central California,2015-12-01
5755-ARXKY,1,United States,California,Long Beach,90802,"33.7333, -118.1954",33.7333,-118.1954,Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,88.95,4555.98,No,0,22,5472,,19.2,42.13,351.27,0.146,South California,2016-11-01
4751-CDBHK,1,United States,California,Santa Rosa,95401,"38.4755, -122.7059",38.4755,-122.7059,Female,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.44,304.74,Yes,1,88,3329,Moved,27.39,31.31,433.54,0.08,North California,2020-10-01
4998-MWAXG,1,United States,California,Riverside,92501,"34.1229, -117.3289",34.1229,-117.3289,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),77.39,5173.36,No,0,13,5813,,20.46,31.33,298.61,0.17,South California,2015-07-01
9581-DCDHY,1,United States,California,Santa Rosa,95401,"38.4217, -122.7386",38.4217,-122.7386,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.11,3350.79,No,0,5,5205,,11.76,23.15,248.24,0.097,North California,2015-07-01
5165-EQNST,1,United States,California,Stockton,95202,"37.9612, -121.3576",37.9612,-121.3576,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),87.4,6061.69,No,0,14,5880,,17.2,38.37,444.97,0.152,Central California,2015-05-01
8073-DMQOZ,1,United States,California,Bakersfield,93301,"35.351, -118.994",35.351,-118.994,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.23,5407.58,No,0,31,5907,,17.74,41.2,420.95,0.092,Central California,2015-10-01
9644-VGNUG,1,United States,California,Long Beach,90802,"33.7457, -118.204",33.7457,-118.204,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),77.62,1688.08,No,0,18,4517,,25.12,33.57,322.13,0.071,South California,2019-04-01
7405-GDGYZ,1,United States,California,Fresno,93701,"36.815, -119.8475",36.815,-119.8475,Male,0,Yes,Yes,57,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,64.98,3723.27,Yes,1,5,4469,Network reliability,14.79,30.47,306.5,0.107,Central California,2016-05-01
8697-HUFDG,1,United States,California,Santa Rosa,95401,"38.4068, -122.6891",38.4068,-122.6891,Male,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),72.35,2397.1,No,0,66,4217,,21.0,28.52,448.83,0.057,North California,2018-05-01
2256-QRACM,1,United States,California,San Francisco,94109,"37.7512, -122.3478",37.7512,-122.3478,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.96,293.33,No,0,6,2998,,-9.74,11.87,339.77,0.184,North California,2019-10-01
2019-VKKAS,1,United States,California,San Jose,95112,"37.2588, -121.9678",37.2588,-121.9678,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,76.56,4930.8,No,0,5,5398,,19.63,28.26,425.26,0.143,Central California,2015-10-01
7492-TOHCI,1,United States,California,Long Beach,90802,"33.7322, -118.1426",33.7322,-118.1426,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.4,375.27,Yes,1,36,2292,Competitor made better offer,1.15,10.03,228.86,0.075,South California,2019-08-01
5891-DBFBA,1,United States,California,San Francisco,94109,"37.6895, -122.5463",37.6895,-122.5463,Female,1,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.63,302.76,Yes,1,85,2611,Attitude of support person,28.26,24.8,217.67,0.008,North California,2020-09-01
5368-TMCIA,1,United States,California,Anaheim,92805,"33.8682, -117.9343",33.8682,-117.9343,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.97,1070.08,Yes,1,73,3212,Network reliability,28.05,28.47,544.0,0.022,South California,2020-01-01
6595-GKXPT,1,United States,California,Stockton,95202,"38.0977, -121.1988",38.0977,-121.1988,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,59.68,759.65,No,0,8,4462,,11.2,29.43,266.61,0.133,Central California,2020-01-01
4147-YSNPQ,1,United States,California,Oakland,94601,"37.7861, -122.2876",37.7861,-122.2876,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.8,3302.9,No,0,32,4972,,30.77,29.71,200.3,0.014,North California,2017-03-01
2440-GRLUN,1,United States,California,Santa Rosa,95401,"38.3571, -122.7096",38.3571,-122.7096,Female,1,No,No,55,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,70.77,3916.55,No,0,19,4925,,22.18,25.45,319.28,0.139,North California,2016-07-01
1592-RPJUJ,1,United States,California,Stockton,95202,"38.0027, -121.2527",38.0027,-121.2527,Female,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),56.45,3379.89,No,0,13,5344,,17.42,31.58,150.25,0.021,Central California,2016-02-01
2031-DXJKH,1,United States,California,Santa Rosa,95401,"38.4041, -122.7999",38.4041,-122.7999,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.09,1645.54,No,0,6,4759,,-5.41,12.9,410.39,0.02,North California,2015-09-01
7639-PXXZI,1,United States,California,Sacramento,95814,"38.6466, -121.4908",38.6466,-121.4908,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.65,217.19,No,0,57,3375,,1.52,15.81,220.48,0.041,North California,2020-08-01
6254-JSTGW,1,United States,California,Modesto,95354,"37.625, -120.9937",37.625,-120.9937,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.55,1146.22,No,0,20,5051,,-2.39,12.22,213.46,0.089,Central California,2016-06-01
3610-ZWAKK,1,United States,California,Los Angeles,90001,"34.0206, -118.1506",34.0206,-118.1506,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),52.35,3078.1,No,0,5,5583,,6.24,27.08,343.54,0.09,South California,2016-03-01
8401-SBVFJ,1,United States,California,Sacramento,95814,"38.5727, -121.5562",38.5727,-121.5562,Male,0,No,Yes,61,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.83,3058.56,No,0,5,5178,,-7.89,30.24,391.66,0.224,North California,2016-01-01
2530-ENCCU,1,United States,California,Santa Rosa,95401,"38.4783, -122.7332",38.4783,-122.7332,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,79.06,455.22,Yes,1,78,3023,Network reliability,30.48,29.02,289.28,0.095,North California,2020-08-01
4094-QZBUC,1,United States,California,Berkeley,94704,"37.8601, -122.3194",37.8601,-122.3194,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.62,250.25,Yes,1,53,2411,Competitor made better offer,-6.66,12.51,376.31,0.048,North California,2020-02-01
7844-HDFJS,1,United States,California,Modesto,95354,"37.6143, -121.0486",37.6143,-121.0486,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),82.61,984.45,No,0,19,4036,,13.58,41.61,412.17,0.124,Central California,2020-02-01
7124-SAZLC,1,United States,California,Los Angeles,90001,"34.0423, -118.1873",34.0423,-118.1873,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.14,4816.58,No,0,23,5858,,19.03,29.63,486.19,0.161,South California,2016-03-01
9356-UCLXR,1,United States,California,Los Angeles,90001,"33.9886, -118.2424",33.9886,-118.2424,Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,91.2,2612.47,No,0,5,5312,,23.94,34.32,431.62,0.164,South California,2018-09-01
2750-SEJFS,1,United States,California,Riverside,92501,"34.0005, -117.4033",34.0005,-117.4033,Female,0,Yes,No,62,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.26,4983.75,No,0,5,5827,,24.94,40.27,172.51,0.098,South California,2015-12-01
9380-BPGTD,1,United States,California,San Diego,92101,"32.6264, -117.187",32.6264,-117.187,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.71,3605.1,No,0,72,5593,,15.5,36.78,354.19,0.052,South California,2016-11-01
4297-FWCPD,1,United States,California,Santa Rosa,95401,"38.4182, -122.7423",38.4182,-122.7423,Female,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.08,1753.65,No,0,5,5128,,-5.14,16.66,266.13,0.133,North California,2015-07-01
6397-TTAUH,1,United States,California,Sacramento,95814,"38.6196, -121.5181",38.6196,-121.5181,Female,0,Yes,Yes,63,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,60.95,3851.69,No,0,5,5452,,6.47,26.91,372.01,0.198,North California,2015-11-01
7136-ZDJWD,1,United States,California,Modesto,95354,"37.6543, -121.0601",37.6543,-121.0601,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.37,412.58,Yes,1,49,2484,Moved,16.41,18.74,142.57,0.074,Central California,2020-04-01
3347-OZHKU,1,United States,California,Anaheim,92805,"33.8661, -117.9272",33.8661,-117.9272,Male,1,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.01,1286.18,No,0,93,4915,,37.62,29.24,288.82,0.014,South California,2019-10-01
2079-IIKOF,1,United States,California,Riverside,92501,"33.9773, -117.3935",33.9773,-117.3935,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),71.02,4630.25,No,0,5,6476,,26.07,26.96,252.8,0.105,South California,2015-09-01
4522-XVYRP,1,United States,California,Berkeley,94704,"37.93, -122.3109",37.93,-122.3109,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,91.09,1500.41,Yes,1,5,3451,Network reliability,15.04,43.85,451.44,0.147,North California,2019-10-01
2920-EOKUA,1,United States,California,Berkeley,94704,"37.9177, -122.2652",37.9177,-122.2652,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,91.83,5903.83,No,0,9,6257,,9.23,40.78,439.38,0.256,North California,2015-10-01
9020-EKJYS,1,United States,California,San Francisco,94109,"37.7972, -122.4074",37.7972,-122.4074,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.16,126.8,Yes,1,89,3485,Moved,22.82,39.16,406.53,0.084,North California,2020-12-01
1323-WRBUA,1,United States,California,Oakland,94601,"37.8508, -122.299",37.8508,-122.299,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),81.48,4803.86,Yes,1,19,4809,Don't know,22.78,36.66,376.31,0.078,North California,2016-03-01
4825-EAORM,1,United States,California,Stockton,95202,"37.9952, -121.298",37.9952,-121.298,Male,1,No,No,2,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,71.47,157.77,No,0,5,3667,,19.0,34.51,238.85,0.112,Central California,2020-12-01
4082-NDBEB,1,United States,California,Stockton,95202,"37.9357, -121.1829",37.9357,-121.1829,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.57,1108.69,No,0,5,4737,,-10.49,10.55,376.24,0.196,Central California,2016-05-01
7921-PEOMC,1,United States,California,San Jose,95112,"37.271, -121.7803",37.271,-121.7803,Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.89,1747.31,No,0,10,4757,,1.41,14.8,206.83,0.041,Central California,2015-07-01
9732-YTVOU,1,United States,California,Santa Rosa,95401,"38.4614, -122.7668",38.4614,-122.7668,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.31,4748.11,Yes,1,5,4518,Competitor had better devices,12.8,32.7,225.39,0.29,North California,2016-01-01
5753-EEWLS,1,United States,California,Long Beach,90802,"33.7974, -118.2394",33.7974,-118.2394,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.88,4961.93,Yes,1,19,5567,Product dissatisfaction,36.93,29.07,189.88,0.026,South California,2015-08-01
2303-LCFCF,1,United States,California,Fresno,93701,"36.7923, -119.8401",36.7923,-119.8401,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.64,3436.66,No,0,54,4860,,31.96,33.63,202.77,0.008,Central California,2017-04-01
6458-AFRDO,1,United States,California,Long Beach,90802,"33.7233, -118.1408",33.7233,-118.1408,Female,1,No,No,24,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,56.43,1310.58,No,0,16,3800,,-4.83,30.22,498.42,0.182,South California,2019-02-01
8803-UDDSJ,1,United States,California,Riverside,92501,"33.9353, -117.3954",33.9353,-117.3954,Male,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,226.69,No,0,6,3227,,-7.96,11.0,276.62,0.202,South California,2020-01-01
4752-MPLAC,1,United States,California,Santa Rosa,95401,"38.4634, -122.7021",38.4634,-122.7021,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.59,478.53,Yes,1,58,3333,Moved,9.62,17.96,423.41,0.008,North California,2020-04-01
1000-GVZMA,1,United States,California,Berkeley,94704,"37.8679, -122.1732",37.8679,-122.1732,Female,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),57.94,1067.09,No,0,8,3365,,1.2,23.98,406.73,0.273,North California,2019-08-01
1641-VIWNW,1,United States,California,Riverside,92501,"33.8863, -117.376",33.8863,-117.376,Male,0,No,No,61,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.58,4862.0,No,0,5,5356,,16.02,38.33,185.34,0.22,South California,2016-01-01
2219-WOLNI,1,United States,California,Modesto,95354,"37.6579, -120.9616",37.6579,-120.9616,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.06,1669.11,No,0,29,4478,,10.33,34.53,357.68,0.037,Central California,2018-11-01
6424-UVZKT,1,United States,California,Santa Rosa,95401,"38.3478, -122.6881",38.3478,-122.6881,Male,0,No,No,61,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,69.76,4281.88,No,0,28,5492,,14.58,42.42,184.0,0.073,North California,2016-01-01
8996-AMSLC,1,United States,California,Modesto,95354,"37.5918, -121.0263",37.5918,-121.0263,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),82.53,447.1,Yes,1,45,2977,Moved,24.25,39.03,353.03,0.055,Central California,2020-09-01
6900-KQAAP,1,United States,California,Bakersfield,93301,"35.4409, -118.9657",35.4409,-118.9657,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.23,5270.39,No,0,34,6165,,30.55,32.36,305.18,0.069,Central California,2015-09-01
9840-QYWHC,1,United States,California,Anaheim,92805,"33.9278, -117.9568",33.9278,-117.9568,Female,1,Yes,No,64,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),85.16,5426.13,No,0,8,5945,,9.92,42.6,413.32,0.181,South California,2015-10-01
