CustomerID,Churn Value,ChurnProbability,RiskTier
7784-TAGUI,1,0.6875783074561883,Medium
4951-ASCHM,1,0.6529892364440296,Medium
7924-MZNGE,0,0.017084807367382868,Low
8056-LPJHP,0,0.3503440624455554,Low
3648-ZTVHA,0,0.03068660909224754,Low
1430-WWRPF,1,0.4004736712341659,Medium
7825-NPANS,0,0.022419528961642846,Low
7929-DAWIM,0,0.08710808460448972,Low
6646-MYVKE,0,0.1247070979455838,Low
9776-STMME,1,0.2994071660707175,Low
4861-ODQPV,0,0.4066902877692785,Medium
1471-FLWGZ,1,0.1510084719922755,Low
9605-CJGMY,1,0.36104414863857676,Low
4379-RDOJX,0,0.05442902717837513,Low
8010-FQILM,0,0.5068447394754434,Medium
8384-HAFVH,1,0.6377772929337441,Medium
1535-KWWYR,1,0.9269233007400787,High
8371-UAKNM,1,0.20584624977434005,Low
8458-ZOCJF,0,0.03886824434604713,Low
5235-GCEMD,0,0.016305534259734952,Low
1250-HQQKR,0,0.007306731945005491,Low
2721-SADXM,0,0.016498721123811757,Low
6006-KQTUG,0,0.02147366204667752,Low
6638-UKJQO,0,0.0963499651863432,Low
3272-YOOFR,1,0.13054320428311836,Low
9255-SNQGB,0,0.029219155296660203,Low
6756-ECULW,1,0.16677804339805524,Low
8792-DTISB,1,0.8298394653610499,High
5234-QLOAA,0,0.46272918935833884,Medium
6399-KPJAS,0,0.20709652116534963,Low
2233-UAYGX,0,0.057717399914701116,Low
1034-LKEMF,1,0.6689375379808427,Medium
4933-JFUNV,0,0.8045576078661784,High
8326-GHYIC,0,0.34767849617364327,Low
5884-ZGQIK,0,0.013005506386739338,Low
5071-DKHVF,1,0.4880908453753472,Medium
8640-AKGLU,0,0.3352121623360873,Low
9611-SNNZZ,0,0.5411234105252185,Medium
7864-EGHFZ,0,0.0832698717162578,Low
2431-WUNHG,0,0.3703864240566105,Low
7081-ROOVT,1,0.8966289343571864,High
7756-HBLII,0,0.18218921505267427,Low
5680-YURSK,1,0.40116858183810755,Medium
5944-LVZLS,0,0.012422709505936816,Low
1500-KWRNF,0,0.15184621817791605,Low
8274-ZKVPK,0,0.029747143441650834,Low
3979-NKQDM,0,0.13519731285031905,Low
7673-VHPHU,0,0.025019620438243143,Low
4187-RLGOQ,0,0.369983109271653,Low
7144-URWLN,1,0.7673767854388195,High
5336-PDWNO,0,0.1906300447477467,Low
8892-MLOYG,0,0.23372132417712854,Low
2401-CTASW,0,0.27644176793309394,Low
7133-ERLAF,0,0.6243740423679643,Medium
7678-OMUNZ,1,0.22213936356040487,Low
1457-HEKXK,0,0.6373402233525323,Medium
3839-CKFED,0,0.12947798097915042,Low
6689-STBXN,0,0.2616160375291123,Low
6058-WHNBM,0,0.5596010101279967,Medium
3394-EQDZG,0,0.18077581480380792,Low
1712-LKRRP,0,0.45757038498900826,Medium
6170-UQDMR,0,0.43861290924686763,Medium
3403-WMIJQ,1,0.48835039936110763,Medium
7382-GECMY,1,0.5999373940792518,Medium
9630-ONNGK,1,0.5396003132844706,Medium
9421-QGCTX,0,0.4107777956787099,Medium
1985-JWGEK,0,0.011263989385965966,Low
4547-MZZPB,1,0.2789208184011511,Low
3375-EAJAO,0,0.6395707445523128,Medium
3471-SNYME,0,0.02494766682913296,Low
9296-ITUYQ,0,0.023956711435530305,Low
5605-KLUOB,0,0.47539222479405824,Medium
4348-XFMVH,1,0.25822534201603786,Low
7124-UIXLH,0,0.018714108882403414,Low
3028-GOFJS,1,0.7807583680801603,High
8879-RNSKH,0,0.07304300211686418,Low
7745-DXLVC,0,0.4107940820826023,Medium
5453-KJNRY,0,0.008228039582096789,Low
8350-GZMLA,1,0.4166487477235855,Medium
7013-XHWCZ,0,0.12167990139040312,Low
3277-MAXNZ,0,0.14954126066504664,Low
4358-BREPA,0,0.0558339387456533,Low
2510-QRDEW,0,0.07906050211296987,Low
1053-FZOAX,1,0.7960800291649487,High
4075-SQJJO,0,0.10799070976516384,Low
4430-ESRPT,1,0.812986825240376,High
5664-YXZCC,0,0.013701348475230496,Low
5227-SGCAO,0,0.2091358198639832,Low
9810-MTBFR,0,0.11066104809079917,Low
4621-AFURV,1,0.7402966443751442,High
4153-YXJFZ,0,0.19860960673125488,Low
4148-MYGXE,0,0.08178154002892372,Low
3638-KMGWR,0,0.28379039900666697,Low
7035-TQQRS,0,0.4298390819073328,Medium
9287-FNEEY,0,0.37397168732571195,Low
5254-SSAME,0,0.4871163056093517,Medium
3819-ERDLH,1,0.14975061774971535,Low
9664-UJHSQ,0,0.16283685514851332,Low
5995-BCQMV,0,0.02716081719309709,Low
1262-EUZTA,1,0.35087623700588877,Low
1454-WMMZG,0,0.33507046999568696,Low
3561-RXJDB,0,0.11511050428399063,Low
1059-JNMGR,0,0.4327163690068595,Medium
8912-GRORA,1,0.3914152235994056,Low
7058-TRVTZ,0,0.24809472232472923,Low
7028-LVSOP,0,0.037938625714397226,Low
4155-PMDLY,0,0.4648199373580601,Medium
3992-RKHKY,0,0.020470461864439828,Low
2000-RVETQ,0,0.30352725549186776,Low
4037-EYFYQ,0,0.42073622002323985,Medium
8709-HARJO,1,0.17600001568170218,Low
5115-ISNQR,0,0.21316223287218677,Low
7104-ITFYV,0,0.20802677476667936,Low
5963-EXOVA,0,0.21621294427279403,Low
4040-HVMDP,0,0.6086968965049053,Medium
2428-LZLLB,0,0.5839339769318532,Medium
5145-YYZJB,0,0.09762761558521717,Low
3132-FCSNS,0,0.796631139087753,High
2797-SBSVG,1,0.26702146934230886,Low
3957-LPNCJ,0,0.27364240463798994,Low
5549-PQRLN,0,0.045165767512189356,Low
4036-HILCF,0,0.8787375110456942,High
2041-KMEDN,0,0.09691502846307302,Low
3010-WEMUC,0,0.45321398448450917,Medium
5047-MOXPJ,0,0.1386252142596475,Low
4567-QHRJB,1,0.7013649608063657,High
5812-GJIDH,1,0.1688501780123496,Low
9222-ITKBV,0,0.028331319525243436,Low
9150-GEYCX,1,0.563034022090826,Medium
2558-WYGFC,1,0.9436558324156804,High
8082-JQPNG,1,0.286953340588891,Low
4289-NCKSK,1,0.04153775961175487,Low
4552-VNTBY,1,0.6209267847240088,Medium
7982-VRNNQ,0,0.841990420030142,High
5466-SIUIM,0,0.12013403996959683,Low
1616-XRGBW,0,0.0834549382176765,Low
1012-MASFL,1,0.4182824050049345,Medium
6131-JRNKI,1,0.4503640460637853,Medium
4677-IOTPA,0,0.2964895667698445,Low
8604-UVBVM,0,0.011656866392562054,Low
8596-UWDOS,0,0.014040348900074228,Low
6355-VSAFQ,0,0.2074732184930957,Low
4243-JXCNI,1,0.8866466792150904,High
1466-JKLES,1,0.4252746354550511,Medium
4206-OOONH,0,0.054011920434366915,Low
5413-NASLH,0,0.2104345106355342,Low
1260-HKVQK,1,0.37307191090506886,Low
2133-HXDQN,0,0.20268273991149868,Low
2958-WKRCZ,0,0.48699037713338084,Medium
1198-IXQRI,0,0.7143881879584201,High
8016-YQFXA,0,0.03656485323319268,Low
9062-ABBES,1,0.4724746486221328,Medium
4561-CIZNS,1,0.871269131120975,High
3398-NURAP,1,0.6778594044237979,Medium
8122-DKQAS,1,0.18353274414524057,Low
8622-NLCSY,0,0.09605034815621133,Low
8905-OAHGA,1,0.7861690178104572,High
2069-OCBYP,1,0.6473345666630425,Medium
8249-GJPRJ,0,0.1799809415622111,Low
9274-SFCAV,0,0.3994747744700467,Low
8416-MSWEZ,0,0.24782598151690383,Low
5406-LERPA,1,0.34098707245486715,Low
6827-DHPUD,0,0.7557484796111481,High
5261-HSVQU,1,0.6710122460644687,Medium
5056-PHZFX,0,0.17394356573150982,Low
7712-ZQJHE,0,0.6741653948075664,Medium
9702-CVSDX,0,0.1823306603731675,Low
2462-EOCCQ,0,0.3225599284626763,Low
9678-BQPBD,0,0.13781823943444277,Low
4990-SFLMS,0,0.06149007259482696,Low
3222-RVPSE,1,0.7111954622584827,High
9158-HFOKL,0,0.4931422154980528,Medium
8248-NJUJY,0,0.18932577236909373,Low
9873-MUSWL,0,0.012220219909150192,Low
4662-HPQLI,0,0.023225983176633692,Low
5052-NDRVI,0,0.0415799235379843,Low
4514-CPLWX,0,0.20474089118888059,Low
7960-FFMQA,0,0.12901907432576584,Low
5461-CGJBG,0,0.05355793925320835,Low
6667-ZUHYL,0,0.050455734932654164,Low
4194-WKTEI,1,0.6566122059007173,Medium
9860-GWMYK,0,0.005399942835891709,Low
5457-KFVON,0,0.2994612058043041,Low
4348-UJGCW,1,0.21221788954449602,Low
1658-VJAYT,0,0.043939295666745606,Low
7506-OTDGO,1,0.7080464448149575,High
7610-PKRBN,0,0.09368961017173517,Low
4552-MDXWY,1,0.27720221089870334,Low
8561-RHCPY,0,0.35442517655395916,Low
4273-ZEHQM,0,0.12368161500800405,Low
7840-IUHDO,1,0.40224841449894994,Medium
5612-OAKCU,0,0.12849363308304276,Low
1729-YBPIC,1,0.5371979030624344,Medium
4218-BSWIL,0,0.4341288479348421,Medium
2263-MYNWU,1,0.1835938342543725,Low
2117-BJYEB,1,0.3223982789574009,Low
9631-FJUCE,1,0.8039407478790085,High
7540-ASOGP,0,0.012013635405662469,Low
3892-YKTGV,0,0.1421452885631266,Low
3599-NUYTR,1,0.06357852350646118,Low
7232-KRONI,1,0.7446679706104435,High
4157-DSADH,0,0.35816777993251364,Low
2269-TDLTP,1,0.7020351884283254,High
6323-ILTMS,1,0.35670810872656394,Low
8447-GDMJD,1,0.7773431642250673,High
7840-QRSLN,0,0.6459344145015473,Medium
3018-TYWKB,0,0.14987081038857197,Low
8899-OUHWV,1,0.7281520728674107,High
1152-OMRGC,0,0.22036231802600764,Low
3465-NHMKS,0,0.23636569277198355,Low
4695-DQFHS,0,0.10843384436577146,Low
3454-BJKRS,1,0.3198231175736543,Low
1001-TTEIT,1,0.4585617417554514,Medium
6185-ITQNA,1,0.013342236461028853,Low
6823-EXEAJ,0,0.008255879790421356,Low
4145-JYHVE,0,0.37190005412465343,Low
6550-DFDIL,1,0.8447670236522232,High
8720-TSMHH,0,0.5905537022124001,Medium
2190-RUOOJ,0,0.009775891066651603,Low
9669-XKTJD,0,0.06508305078963322,Low
3616-VMWIL,1,0.7837621762211839,High
1658-UICFR,0,0.20710435954298145,Low
8337-YGPLS,0,0.10586733180951635,Low
7053-BDPNX,0,0.03465151980405671,Low
8623-BPKMB,0,0.6668359681379249,Medium
8549-EYYVD,0,0.0817670537543713,Low
4675-APWNA,1,0.8096688542508202,High
3729-ELJVF,1,0.4994773160876838,Medium
3704-GXHZR,0,0.0214534529086673,Low
3760-PDXYH,0,0.4227685209577795,Medium
2539-LUQBA,0,0.024926449609447305,Low
3119-TGXHX,0,0.007490345514795282,Low
9272-SEBEQ,1,0.14740682159833177,Low
7224-ZYIKU,0,0.17653910938788403,Low
7957-IACVJ,1,0.14001752632131437,Low
7509-UXMQF,1,0.5762734388057418,Medium
9471-WKJTK,1,0.5705170415362548,Medium
7529-CGUXA,0,0.5200781285546696,Medium
8011-BWGJS,0,0.05044613532300817,Low
8570-KIZZN,0,0.18890069244730667,Low
1215-ZQOCZ,0,0.8069967349523766,High
7467-FJIWM,0,0.036841869111559705,Low
8853-RJKVM,0,0.3846007385946772,Low
7129-DLOIW,0,0.3923551565966512,Low
2892-WBLNG,0,0.2901418026490251,Low
5859-XLOYY,0,0.03647218477807308,Low
1123-SWYUC,1,0.5060736399662694,Medium
7828-VNAEH,1,0.4480010657571986,Medium
8765-DTEVA,0,0.16903464844248475,Low
3121-COUKN,0,0.10339487290268876,Low
6756-LTHEE,0,0.3704750310303698,Low
2566-ABBEQ,0,0.5924595881190077,Medium
3161-PBUJL,0,0.052206861810124856,Low
7075-ZUKII,1,0.6639520176896025,Medium
1754-ITHKB,1,0.4928074173884549,Medium
3262-BMHZP,0,0.07278270114500056,Low
4353-NYEGO,0,0.22833727981044316,Low
1949-NEWUB,0,0.02151715232341152,Low
5837-FPOZE,0,0.32817229995508884,Low
5543-ZDGSC,0,0.04126517190423115,Low
2870-YPBWN,1,0.7565063861573078,High
5293-ZIJOG,1,0.6285258081551973,Medium
2142-DHCNZ,0,0.3736403015173241,Low
3287-BBEPM,0,0.0564986495558028,Low
4610-TKQZE,0,0.16131206863188896,Low
2005-FEVWO,1,0.8488146093056057,High
2172-WXKRP,0,0.02184998311746732,Low
5752-JHHJT,0,0.08609275735851261,Low
8432-CBMTO,0,0.3654517359231171,Low
8449-SSOBE,1,0.7058653561530017,High
7683-ISIAR,0,0.07090204487365147,Low
9029-LDKYI,0,0.5129568272595071,Medium
1636-TGARI,0,0.03768943156986885,Low
2235-BEDAJ,0,0.10856284245754146,Low
8437-KAWQZ,0,0.006572544239002718,Low
6240-MNAJL,0,0.18052505686931367,Low
3695-VYMUF,1,0.22065660750641852,Low
9303-STPVN,0,0.06077025266668633,Low
9676-RLFXB,0,0.1976539363275794,Low
1387-ACGMH,0,0.27738168672063485,Low
5085-LLBNH,0,0.05002971762117895,Low
5844-BWSIJ,0,0.5572666383332704,Medium
3845-ZSLQB,0,0.18929943640962668,Low
8467-PISAM,0,0.021167559710832663,Low
9495-TBPRN,0,0.04269736313807562,Low
3896-RLYVX,0,0.04904957147209655,Low
4775-RDTTU,1,0.8528112437964354,High
1181-LHXNP,0,0.5120400769555853,Medium
4939-CQPJQ,0,0.22739346227717344,Low
4514-RJUXM,0,0.08201948563639903,Low
1155-RYSJO,0,0.08450476049007422,Low
4283-USQKE,0,0.1269060542170237,Low
6549-IXBWU,0,0.5719647139264737,Medium
5637-ZSBKV,0,0.047952268126040525,Low
7983-EEYBY,1,0.16692357971701444,Low
5866-UFISE,0,0.0035296004059472597,Low
1911-PAYRS,0,0.026304134189177757,Low
5506-QYAGS,0,0.5582472957001191,Medium
2109-GABLR,1,0.4006180137022885,Medium
1907-ZURBN,0,0.5787141208257162,Medium
9285-GOOSX,0,0.11757548506773649,Low
2178-BCGJW,0,0.108306553368353,Low
5683-TOYIR,0,0.12821067720227386,Low
3453-GZAHK,0,0.02194883426088921,Low
2241-UJLHX,0,0.01701795104374954,Low
4795-UQYPZ,0,0.18956701877814236,Low
7283-BEUBE,0,0.48352723010258014,Medium
8116-JFFIV,0,0.3906797154430629,Low
5100-YSGEY,1,0.20033407102045497,Low
9120-DITZX,0,0.02040306152393526,Low
3568-XSMJV,0,0.35395183115457846,Low
8528-XMGWH,0,0.00741348222496006,Low
7784-NPFGQ,0,0.7992301169694276,High
3338-RZCYE,1,0.392274442075548,Low
2245-VFQCC,0,0.10575917464069054,Low
2811-NHFVE,0,0.06984349219559577,Low
1856-CWMZU,0,0.7969768052326629,High
3535-ULONT,0,0.5738840679188136,Medium
2850-BTYPD,1,0.6650253068128257,Medium
2009-OXPHQ,0,0.08086896281396747,Low
2406-MZQCF,1,0.08248203594021013,Low
1537-KGZIA,0,0.011027312839498295,Low
4903-TRZJN,1,0.5031961687781215,Medium
6033-AAUKR,0,0.10112266093389197,Low
9503-GUFTE,0,0.22678374583797786,Low
3740-MMAVA,0,0.2969688959120634,Low
8920-FSSLN,0,0.8720575525240571,High
1658-XDRAT,0,0.4860165686765761,Medium
4232-MAFLS,0,0.03963328659165866,Low
6377-GPFOO,0,0.7570223167079536,High
3035-FNPZM,1,0.6748435445508668,Medium
5001-MWHJJ,0,0.07814727992728301,Low
6606-SMGRH,1,0.03457723060017994,Low
9075-QLGTP,0,0.1001954198182112,Low
8941-SUCAR,1,0.8092850493214949,High
1001-XWPSK,0,0.04476579158030289,Low
9622-AHSUG,0,0.28097099418574695,Low
8212-LWGRF,0,0.38843714117052297,Low
2244-SRHPY,0,0.265822812814714,Low
4002-NFNXQ,0,0.011649468908653678,Low
2277-TKAQH,0,0.16958560120727897,Low
9745-ZRQHB,0,0.04467078580453508,Low
1545-MIYHF,0,0.25386261338344296,Low
8370-VJCCN,0,0.005831555016258718,Low
8828-KAJAL,0,0.014026012005302228,Low
5272-TBMEM,0,0.6712369314805415,Medium
9866-TVBTW,1,0.24985901126090984,Low
7036-UBTVF,0,0.007304715965463767,Low
5240-KCDHC,1,0.5420671180417669,Medium
5517-BAQGJ,0,0.7938436507379676,High
4022-MMDAL,0,0.5561553766672158,Medium
6088-TFCPX,0,0.27860387037235185,Low
3152-CKOQC,1,0.2009813078336635,Low
6908-IAXNH,1,0.8932528544360703,High
8348-UFYNG,0,0.16175671531075922,Low
5028-EWGLB,0,0.026130686535304832,Low
9493-HQJOO,0,0.09081140712544765,Low
3626-LPFDE,1,0.8462901695825255,High
4745-FHRRY,1,0.21988936073883275,Low
7875-LYXFE,1,0.8451938547724203,High
8961-XVLWT,0,0.0971008167876872,Low
7663-PGTWW,0,0.25259384278532315,Low
6395-BTGFC,0,0.0504057776837289,Low
2416-MHJNN,0,0.01842289855584147,Low
4749-LXHAU,0,0.2186193228713369,Low
1720-UIVEE,0,0.012576425937786144,Low
4660-KSQZR,1,0.32435092118828257,Low
2818-CGZTT,0,0.030330370479250624,Low
3448-MSYPA,1,0.7604531863626116,High
8693-YAKZY,0,0.03969268719756311,Low
9677-ZADMP,1,0.30787169408633047,Low
4612-GGPZV,0,0.25410831962833064,Low
2571-DGTAS,0,0.0342416394695133,Low
6221-RWPQM,1,0.10960006848086482,Low
6863-JBASQ,1,0.04381933448218008,Low
4680-TMGPJ,1,0.5395677959668777,Medium
9777-STRRU,0,0.008048370809170695,Low
4886-VAROA,0,0.057595577654393104,Low
6947-ASNPP,1,0.6528996407991804,Medium
3703-QFTCD,0,0.7450522653491972,High
7324-BZANZ,0,0.01474422245301126,Low
7057-QSSEI,0,0.47153883502203603,Medium
2726-FFQYO,0,0.4245767550385194,Medium
1140-ROUJL,1,0.5147287781574005,Medium
6933-SFPYB,1,0.6360972361358587,Medium
3980-NYZPO,1,0.7620861327891711,High
4729-LTOOV,0,0.05825561052302454,Low
2247-YSPPO,0,0.42396958617027325,Medium
6090-JTGQN,0,0.18884298041016842,Low
4295-UIRGF,0,0.17549128342067313,Low
6175-ZHCDM,1,0.8849249551041486,High
8043-SFVEO,0,0.21041529378855783,Low
8640-VSITK,0,0.5543819846809097,Medium
4152-NQFYW,1,0.6130090558850196,Medium
3543-GBKEY,1,0.688894412709577,Medium
9076-VHRMH,1,0.006043655153193849,Low
5810-EYEHF,1,0.40028852200771065,Medium
5692-RYKFA,0,0.16528549851459037,Low
6380-ZBZGX,1,0.8375192893732608,High
1622-XIHFD,0,0.26342751339700726,Low
8184-BMYKV,0,0.04517406803033929,Low
7230-UYCHI,0,0.1818333727779267,Low
1600-CCYWP,0,0.1630278533695197,Low
8611-IMWDD,0,0.12504409123564447,Low
5737-GRQID,0,0.032541061558570276,Low
1742-LIARY,0,0.5984048927830219,Medium
9804-DELXO,0,0.5027157797711423,Medium
5109-YRZWZ,0,0.0535099962420594,Low
6016-JBSGA,0,0.5842944346146365,Medium
8225-LOUIV,1,0.7575140892800912,High
6249-OGUGQ,0,0.45633104318536,Medium
8454-DKRHA,1,0.6989910440258283,Medium
4682-MXUEH,0,0.031119995067933344,Low
2666-XJXBO,0,0.4529274528197479,Medium
1674-OAEDS,0,0.2578535508196435,Low
6762-OFGJZ,1,0.48180112909807393,Medium
7349-AAJFK,0,0.13180676915048298,Low
9961-FPMRO,0,0.03758927614997833,Low
5643-HZGDC,0,0.3179001734500863,Low
1606-JVEAN,0,0.3024272106684134,Low
6053-OAFJT,1,0.8282053778234847,High
6857-VOKOK,0,0.15449971755569525,Low
2415-OHGSB,1,0.2991502177505301,Low
1209-JPVNG,0,0.416810959692395,Medium
4095-JIRUS,0,0.5114756400096172,Medium
4437-HCUZB,0,0.26353968856643706,Low
2173-FUFAI,1,0.2865815291809391,Low
4279-KNGAC,0,0.5737841179474868,Medium
7606-RGYOU,1,0.5186593760874931,Medium
8130-HPPLQ,0,0.5071357476206032,Medium
4024-CBLXF,1,0.6709324574391641,Medium
6326-EQELV,1,0.5747388124624966,Medium
4354-YBCEG,0,0.11870660608651633,Low
4829-XGJBS,0,0.7967624665059069,High
5913-BMFKH,0,0.030282381394427446,Low
8057-BPUAX,0,0.014720219430759332,Low
7856-HMRNT,0,0.11117902432113545,Low
9005-JCLPU,0,0.1506493507865221,Low
3539-YAPLS,1,0.327774149684936,Low
3552-YAVMN,0,0.417954280693962,Medium
3799-KLIAK,0,0.03672229520666626,Low
4615-SMOML,0,0.026771706096164742,Low
7451-RZMAP,0,0.09853338579401538,Low
4563-CWQQQ,1,0.48744295396231707,Medium
9851-RSTSS,0,0.4733139511029486,Medium
1684-KHXPN,0,0.017146460327203027,Low
5701-RTFZT,1,0.07715225579925021,Low
2861-PLJWH,0,0.6315153788110824,Medium
8542-QVTQE,0,0.2197674689226272,Low
9937-QJGDI,0,0.0820151979871565,Low
2192-XLQUY,0,0.024940769625217466,Low
5075-BPYJC,0,0.2964815351909399,Low
7432-QDAND,0,0.012381425533957319,Low
2665-IMVLV,0,0.11628098880559604,Low
6440-KNDZH,0,0.0063174162940027034,Low
9101-QHMDQ,1,0.43446217505209456,Medium
1582-QFDFC,0,0.09817255222687044,Low
8997-YYSFT,1,0.8860968037661439,High
7827-GVZJP,0,0.052578585793286364,Low
8843-GZHZG,1,0.17408768577079967,Low
7676-NJLFR,0,0.04968409441355668,Low
9934-PHRLX,0,0.021469122457039906,Low
3376-NMXCQ,0,0.009375570852931864,Low
8280-JNHKY,1,0.6974752053944749,Medium
4267-FPMUA,1,0.7522851104646067,High
9122-SVKLI,0,0.017671841493379047,Low
8505-BNGQZ,0,0.5539364162809098,Medium
7070-BKAME,1,0.8586801535570309,High
7232-NIWTQ,0,0.01919586875787186,Low
4186-HPUVU,0,0.5332160914224512,Medium
1208-ZGAOL,0,0.5094553716563041,Medium
1954-FFLTR,1,0.56067029270606,Medium
1232-EPUAI,0,0.00949073714621209,Low
2043-MKEZT,1,0.4673083444288699,Medium
5912-TIYKK,1,0.43971813529891923,Medium
6118-PQVGS,0,0.44294735139378777,Medium
2775-GMNQD,0,0.2506878052394156,Low
8348-OPTSL,0,0.008405044385494526,Low
5355-GOFQK,0,0.5414769237302312,Medium
3126-MYOIL,0,0.019013243830288535,Low
6441-DOAWP,0,0.25687868372036693,Low
2022-MWZDH,0,0.043204009561607394,Low
2300-JWSGI,1,0.8448575045179078,High
6505-PMKYN,0,0.05582106854953969,Low
8037-YIUVF,0,0.32651250559397393,Low
3031-EQTTK,0,0.7750649948241686,High
7327-ARMVZ,0,0.11756833822430963,Low
6005-QYIDN,0,0.209701277310306,Low
4201-QUNIO,0,0.07374677244300971,Low
4986-EUIOX,0,0.06143029477228497,Low
2688-LELHX,0,0.5226993154298186,Medium
3726-PDLVR,0,0.18689724356875467,Low
3543-ZUKZE,0,0.2823833071144806,Low
3987-YZVEF,1,0.6134714469023125,Medium
6826-BZYVZ,0,0.010389344995100733,Low
3067-WGDGU,1,0.5589456380611725,Medium
9485-PGPNN,0,0.17512757160247067,Low
4148-DJXKA,0,0.012622121470597198,Low
4105-LPQLD,0,0.01611211569430817,Low
4968-ANLJR,0,0.6506989438973416,Medium
7790-GNNNK,1,0.5125111229732727,Medium
2888-EABVB,1,0.6282532575525596,Medium
8698-XGLJK,0,0.431197721261662,Medium
4221-IRKEJ,1,0.47365165351597616,Medium
9807-ZBOZF,0,0.7218643024999022,High
1618-FIYGI,1,0.8753342799112354,High
3336-KZCLP,0,0.7188108594328753,High
2075-BZGGJ,0,0.02881525852815715,Low
1652-DANMH,1,0.4434195170019385,Medium
9264-HACSN,1,0.38870394246482554,Low
3343-GFKSQ,1,0.5192447373477216,Medium
7730-BOTFP,0,0.19785639405370367,Low
1056-XTQPR,1,0.8565334737259809,High
4802-ZFVTV,0,0.20558063322860712,Low
1637-LQQRQ,0,0.026161489525779687,Low
3009-VMZNN,0,0.5772791207230726,Medium
6320-WXPOB,0,0.7174245427474726,High
1605-TILQF,0,0.029031686397011616,Low
3997-BTNEP,0,0.033542118351972544,Low
2286-UGHWT,0,0.02742385024348674,Low
7127-PNEHZ,0,0.25414236873090884,Low
9266-SXUKS,1,0.0680473782336488,Low
7773-DXMIM,0,0.007304286879132523,Low
3958-IOZKF,0,0.3630310334462391,Low
7852-HNGFG,0,0.060020354881159185,Low
4207-YRSBA,1,0.24737089219107347,Low
4079-XATVH,0,0.4683964709232973,Medium
2054-DCVUR,1,0.57913582635711,Medium
1805-YRVJF,0,0.573907793385075,Medium
8394-BEDCO,0,0.026721983215276152,Low
3055-ZYEVB,0,0.5353129342368705,Medium
3571-RFCER,0,0.017305941004672625,Low
2990-GFWXU,1,0.5404827189365596,Medium
1179-GWOBG,0,0.3308500553277172,Low
8440-WLDCF,1,0.5884294113104319,Medium
8190-VGZWZ,1,0.14289790842339906,Low
7769-OZRVK,0,0.579732707704785,Medium
3168-OKJSP,1,0.543592201553448,Medium
3844-GOIGF,0,0.05790909347244363,Low
6965-KICBS,0,0.030760756548266904,Low
9708-IVPHO,0,0.018450247563028793,Low
2166-ITWFX,1,0.4163030812744908,Medium
6448-FUWHC,1,0.2663442098161969,Low
3561-TBHIA,1,0.0993616099112935,Low
6376-UEXYW,0,0.015496047672932842,Low
7501-LFXNL,1,0.11048035568447558,Low
4522-FJUOK,1,0.2593980600708926,Low
1973-KFKDY,1,0.6017879634597307,Medium
2565-DRIZK,0,0.050470945080127484,Low
6859-VZVPV,0,0.06972896492810038,Low
3549-WWJBR,0,0.22311889248268643,Low
1921-AYOQW,0,0.030699370933628064,Low
9359-YDITA,1,0.6205275480878348,Medium
3113-NIEXL,0,0.019714626442406822,Low
4700-RRMXH,1,0.6642600937197416,Medium
8836-WATEM,0,0.252136530700511,Low
9266-FOUMC,0,0.17337551800559614,Low
1587-NAAYN,0,0.34688153322852394,Low
5264-CUNFT,0,0.20968525765390042,Low
3133-NOHWS,0,0.03617002388411681,Low
3596-EIMOK,1,0.602451515174134,Medium
1360-RJIOV,0,0.07965880295489056,Low
1043-YQOBS,1,0.649976500049945,Medium
7478-OUVVI,0,0.008611991927209366,Low
7059-BODHR,0,0.1449545169069702,Low
4821-WCZSL,0,0.05193333924934667,Low
1222-BKONH,0,0.006747797613350369,Low
6850-PIILT,0,0.02745637843396898,Low
6285-DYFRA,1,0.17864841472289006,Low
3289-OWOBY,1,0.18197193279073517,Low
3450-JCSLF,1,0.7505661565247754,High
6731-FNRVS,1,0.7242585641214322,High
6106-AGPNN,0,0.43997433694044485,Medium
7618-XNDLG,0,0.19227956451281206,Low
5761-POPIE,1,0.5793757248353233,Medium
8687-KFZAJ,0,0.038793469492906185,Low
7672-KVJQL,0,0.20417273555397672,Low
5220-MZTJK,0,0.12132452939147832,Low
4652-TPNLK,1,0.2971658271997151,Low
5997-VZBGR,1,0.5355079313166463,Medium
2336-PLENN,0,0.07904135751633751,Low
7418-VYLRU,1,0.34727665701362825,Low
9883-QGIFF,1,0.4981118195108783,Medium
3758-MUHED,0,0.02589848856236939,Low
2765-LKKIL,0,0.7292492495704889,High
6817-BXHDE,0,0.11213636057508881,Low
5920-NCMFX,0,0.011942083063324456,Low
3781-ZPZOD,0,0.05709888432936828,Low
6786-MVKEC,0,0.05465185005560008,Low
7689-GRDCS,1,0.05988435102832474,Low
4101-OAECH,1,0.806973375699653,High
3553-JGLXC,0,0.8017779485959154,High
9043-KPRTY,0,0.16411609570806415,Low
9995-CKONZ,0,0.04853234686171912,Low
6859-KXTUQ,0,0.7791116625350453,High
1579-ZSDGI,0,0.10392789720033586,Low
3293-QOFSH,1,0.8963434899140302,High
2432-YIGST,0,0.03947966024102696,Low
2367-BWNLK,0,0.05869759380062073,Low
6273-RCGYE,1,0.9198906928808945,High
9166-KEPRJ,1,0.2112509088206496,Low
8137-BDQPS,1,0.8787764420239585,High
8653-YNNYY,1,0.43708531564225506,Medium
1430-NXBZT,0,0.37342272626466955,Low
