CustomerID,Region,Segment,RFM_Segment,Contract,Tenure Months,Monthly Charges,MonthlyProfit,CLV,Churn Value,ChurnProbability
7187-EATSC,Central California,Platinum,Loyal,Two year,18,84.75,23.1,691.89,1,0.1962264191386774
5182-XUVKD,South California,Gold,Need Attention,Two year,14,72.37,7.95,246.7,1,0.164465381321863
4159-RVQBP,Central California,Silver,Champions,Month-to-month,52,85.53,26.56,274.74,0,0.2171886170473239
2684-PKNPQ,Central California,Silver,Champions,One year,65,59.39,18.01,419.27,0,0.0826023956140552
1046-ZONJC,Central California,Silver,Champions,Month-to-month,61,74.47,20.64,198.64,0,0.2347579517401312
6669-JXRLA,Central California,Gold,Need Attention,Month-to-month,5,89.01,30.81,156.76,1,0.8983943032755516
5990-VMQDK,Central California,Gold,Need Attention,Month-to-month,3,73.44,27.52,181.63,0,0.6879546793367043
8137-LXKVQ,North California,Silver,Champions,Two year,63,78.15,7.69,261.89,0,0.0710381678725191
9527-NMJQZ,North California,Standard,Loyal,Month-to-month,41,19.58,-9.06,0.0,0,0.1774986921638322
2514-YZTPW,South California,Gold,Need Attention,One year,19,48.1,15.26,315.7,0,0.1911557572159941
3354-QUUPK,Central California,Standard,Champions,Month-to-month,64,19.12,-0.58,0.0,0,0.2453841713059968
9546-RUQWM,Central California,Gold,Need Attention,Two year,7,61.68,16.45,538.9,0,0.0995883432497638
5919-UNGTJ,North California,Gold,Loyal,Two year,21,78.23,15.28,474.17,0,0.1408356434642824
1945-JBWZG,Central California,Gold,Need Attention,Two year,5,81.1,7.97,223.22,0,0.2234581135476215
9245-SYEBX,Central California,Gold,Need Attention,One year,3,56.08,12.65,279.92,0,0.2503248379815195
3423-PXICU,Central California,Gold,Loyal,One year,30,65.6,12.03,252.34,0,0.1583254692890677
5062-AINWF,Central California,Platinum,Champions,Month-to-month,68,84.31,45.29,507.61,0,0.2903301218267708
5662-EHGNR,Central California,Standard,Loyal,Month-to-month,53,24.08,-3.71,0.0,0,0.1960567397238298
2011-BTHQB,South California,Silver,Champions,Month-to-month,55,79.63,18.19,171.13,0,0.4748564714356388
6405-XLPHH,Central California,Gold,Need Attention,Two year,6,83.65,3.84,121.65,0,0.1049064584833384
1588-MYDKV,South California,Bronze,Need Attention,Month-to-month,7,21.41,-0.41,0.0,0,0.6485922802765868
5462-TJPZP,South California,Gold,Need Attention,Two year,15,73.3,3.67,112.3,0,0.0965065146003596
8164-SCEPJ,Central California,Platinum,Champions,Two year,53,90.13,19.59,637.54,0,0.0728728796225664
5361-MUZZC,South California,Gold,Need Attention,Month-to-month,5,77.56,25.66,149.03,1,0.898302545912679
7698-SWLNL,North California,Bronze,Need Attention,One year,16,20.84,-7.72,0.0,0,0.1823294383898699
4362-GQATV,South California,Silver,Loyal,Month-to-month,42,77.94,17.9,129.74,1,0.6027719416668353
3047-FNWCL,South California,Gold,Need Attention,Month-to-month,8,75.86,28.26,160.06,1,0.8389563431150838
2946-WWCDE,Central California,Gold,Need Attention,Month-to-month,4,58.82,24.76,193.72,0,0.7363596340841376
8301-XJERX,South California,Gold,Need Attention,Month-to-month,4,58.04,9.14,55.72,1,0.7712349039600923
9192-LUYVM,Central California,Gold,Need Attention,Month-to-month,10,63.42,24.48,182.72,1,0.7656157481440027
3350-JJZTW,North California,Gold,Loyal,Month-to-month,34,53.34,9.75,104.36,0,0.3440721452486812
7994-MUQTH,South California,Standard,Champions,Month-to-month,55,52.81,5.46,55.69,0,0.2210813116137691
3084-EHZYD,North California,Bronze,Need Attention,One year,13,20.75,1.81,34.58,1,0.2610831539791601
5984-YTPPI,North California,Bronze,Need Attention,Two year,4,60.37,-1.02,0.0,0,0.1954969350378155
9319-CWWGN,Central California,Gold,Loyal,Month-to-month,30,59.55,21.47,183.44,1,0.4438264514543649
8961-MHBLH,South California,Silver,Champions,Month-to-month,63,69.11,18.72,163.99,0,0.4564278562693581
8660-WIFHK,Central California,Gold,Loyal,Month-to-month,26,71.06,14.71,108.74,1,0.596085283512827
7017-DZSDI,Central California,Silver,Champions,Month-to-month,65,57.89,19.16,223.02,0,0.1742193345826042
7308-NNBKP,North California,Gold,Need Attention,One year,7,68.49,13.61,277.64,0,0.337157829614257
7747-LOFUS,North California,Gold,Loyal,Month-to-month,21,88.84,27.34,154.85,1,0.9035892077831368
7693-RZWVI,North California,Gold,Need Attention,One year,7,65.87,12.11,234.84,0,0.4496821166071276
1601-AUXQS,North California,Platinum,Champions,Two year,66,83.71,23.49,820.27,0,0.0233941044571288
1808-OPETI,South California,Bronze,Need Attention,Month-to-month,0,56.82,7.56,56.97,1,0.6633837357709328
2774-SLNOQ,South California,Gold,Need Attention,Month-to-month,5,60.29,13.42,115.63,0,0.4654620958836432
4717-VWMEH,South California,Standard,Loyal,Two year,39,20.99,-5.69,0.0,0,0.0146842572593609
7943-GURLD,North California,Standard,Loyal,Month-to-month,46,25.8,-0.25,0.0,0,0.2679749203739099
5854-SDVFK,North California,Silver,Champions,One year,56,68.08,16.69,388.54,0,0.0350777640178075
5784-TFIUI,North California,Gold,Need Attention,Month-to-month,3,98.69,37.87,274.48,1,0.8337587174114901
6545-KBNJG,Central California,Silver,Champions,Two year,62,69.41,8.5,271.12,0,0.0347411561111515
8724-UHNSB,Central California,Platinum,Champions,One year,66,62.58,24.06,535.86,0,0.1355314699910407
1844-OYYLS,Central California,Gold,Need Attention,Two year,1,66.37,21.72,716.24,1,0.1287691500771345
5423-XOXJY,North California,Gold,Need Attention,Month-to-month,3,53.46,17.81,149.6,1,0.68144919727732
7526-TAUEY,South California,Standard,Loyal,Two year,42,25.3,-5.52,0.0,0,0.0215257311022789
2699-VQKXK,North California,Gold,Need Attention,Month-to-month,12,85.79,28.56,157.65,1,0.8805913378574406
1572-BWJVA,North California,Gold,Need Attention,Month-to-month,6,66.16,16.3,121.66,1,0.6156609441458009
1689-ZDRJN,South California,Silver,Champions,Month-to-month,67,80.75,21.08,207.43,1,0.2562850103069049
2031-GTNNY,South California,Silver,Loyal,Month-to-month,55,50.04,13.53,137.03,1,0.2274937848778461
4696-USLHJ,North California,Bronze,Need Attention,Month-to-month,20,20.81,-0.91,0.0,1,0.4795485338691695
8842-HRDJY,Central California,Silver,Loyal,Month-to-month,50,72.93,16.36,151.56,1,0.3413215007059959
5858-VGTZY,South California,Gold,Loyal,Month-to-month,23,69.2,17.46,135.35,0,0.4876390759527202
4920-RXVZA,South California,Gold,Need Attention,Month-to-month,6,84.41,27.63,170.42,0,0.7762410916550927
5821-USDOE,South California,Gold,Loyal,Month-to-month,33,61.62,22.4,241.38,0,0.28362643538248
1824-CYHLG,Central California,Silver,Champions,One year,71,50.31,10.78,250.96,0,0.0171011400183248
9045-XRVCZ,Central California,Standard,Champions,Month-to-month,66,19.1,-6.66,0.0,0,0.0753927925358647
4753-KFWEW,South California,Silver,Champions,Month-to-month,56,95.43,28.85,277.65,1,0.4536791844830556
7435-UATZK,North California,Standard,Loyal,Month-to-month,61,25.01,4.63,53.23,0,0.2112022464987328
5048-CMRHT,North California,Silver,Champions,Month-to-month,63,79.48,36.13,306.09,1,0.5730345778815047
1770-RPFIG,Central California,Platinum,Loyal,Two year,41,87.14,22.24,762.21,0,0.0611818899716299
6616-QOFFV,South California,Gold,Need Attention,Month-to-month,3,47.9,13.86,121.41,1,0.6695331878544025
5154-LIYGT,North California,Platinum,Champions,One year,64,81.77,23.36,486.64,0,0.1404118853013825
7926-GAGGT,Central California,Silver,Champions,Month-to-month,60,82.77,23.99,217.06,0,0.4437961371310254
5779-LMYYA,Central California,Silver,Champions,Two year,69,50.97,7.62,257.86,1,0.0099394050712343
8592-JTZNQ,Central California,Silver,Champions,Month-to-month,58,67.11,18.81,172.9,0,0.4939277127927378
4859-BAJVI,South California,Gold,Need Attention,Two year,2,75.88,15.1,351.17,1,0.4579985150861175
4875-NIMPW,North California,Silver,Champions,Month-to-month,62,64.7,22.34,248.78,0,0.2441208563293546
7786-VNSDD,South California,Silver,Champions,Month-to-month,64,61.79,20.91,225.33,0,0.1544151290655678
9293-PCKZA,Central California,Gold,Need Attention,Month-to-month,16,71.49,21.51,118.74,1,0.8320813517432187
4981-VYJXS,South California,Gold,Need Attention,Month-to-month,3,80.74,26.05,173.81,1,0.8155348631451884
4655-UUHCU,Central California,Bronze,Need Attention,Month-to-month,8,19.12,2.28,15.05,1,0.6536879073644847
1744-UJSPA,North California,Platinum,Champions,Two year,66,75.03,14.12,474.77,0,0.0691486128780674
1083-QNBZG,South California,Silver,Loyal,One year,50,58.97,16.81,388.92,0,0.0678410604153443
8725-DGNNP,South California,Gold,Need Attention,Month-to-month,11,80.11,29.99,148.27,1,0.8586361652914123
2542-GGLXM,North California,Standard,Loyal,Two year,55,19.43,-2.56,0.0,0,0.0107286751337332
9979-GGCFI,South California,Silver,Loyal,Two year,52,75.6,12.31,429.87,0,0.0209187789421198
4454-SLRCY,South California,Silver,Loyal,Two year,35,85.37,1.94,67.74,0,0.0223624243070022
2329-ALQGE,Central California,Standard,Champions,Month-to-month,65,25.85,-4.27,0.0,0,0.0897022036072125
8603-VTFNR,South California,Gold,Need Attention,Month-to-month,5,85.6,17.8,105.95,0,0.927172107313719
4893-EVYES,Central California,Silver,Champions,Month-to-month,66,49.14,13.31,135.76,0,0.2432996334778594
8985-OBRYG,Central California,Standard,Loyal,Two year,45,48.31,1.78,60.62,0,0.0118250401810881
2249-GVOAP,North California,Silver,Champions,Two year,66,72.95,4.37,152.6,0,0.0609895941521775
8334-EPFAK,South California,Platinum,Loyal,Two year,34,81.9,15.78,465.83,0,0.2179807233386555
7967-RCEOI,North California,Bronze,Need Attention,One year,8,47.79,-6.72,0.0,0,0.3126027692348069
3987-LTOWC,South California,Silver,Loyal,Month-to-month,54,74.76,15.19,123.22,0,0.4585542236802461
5178-OTNXV,Central California,Silver,Champions,Two year,61,69.81,5.21,181.93,0,0.0391326397934767
7202-KINMA,Central California,Bronze,Need Attention,Two year,2,68.61,-1.59,0.0,1,0.2949807974029644
3069-VLYGZ,North California,Gold,Need Attention,Month-to-month,1,51.29,12.16,89.89,1,0.6476257830284912
8264-JPZQY,South California,Standard,Loyal,Month-to-month,47,48.68,5.25,51.66,1,0.2684376828040471
1992-EAIUZ,North California,Platinum,Champions,Two year,64,82.12,18.1,632.05,0,0.0390610077337712
5880-KYPNC,Central California,Gold,Need Attention,Two year,5,55.05,11.16,377.65,0,0.1046031087716482
2931-SSMSR,South California,Standard,Champions,One year,66,19.61,-14.27,0.0,0,0.0115696563173118
1589-VSFFY,South California,Silver,Champions,One year,64,68.06,19.95,447.2,0,0.0718937313290477
3290-AAFQL,South California,Gold,Need Attention,Two year,7,77.14,18.91,464.28,1,0.3615229572989136
7584-GFKUN,South California,Gold,Need Attention,One year,9,78.76,20.26,311.19,1,0.4476025391072763
7857-CKLBI,Central California,Gold,Need Attention,Month-to-month,7,61.19,15.71,128.57,0,0.679199454522741
3521-LEHYD,North California,Platinum,Loyal,One year,33,80.46,26.88,536.74,1,0.3056109255493861
8358-OCKNH,South California,Silver,Champions,Two year,59,70.27,12.81,416.89,0,0.0805922936580825
3401-SAYIJ,South California,Bronze,Need Attention,Two year,7,21.21,-2.79,0.0,0,0.0704464835540614
2148-WFUIA,South California,Platinum,Champions,Two year,59,75.14,29.04,1014.08,0,0.0254495543521554
4679-NMZNU,Central California,Platinum,Champions,Two year,61,57.17,16.71,583.51,0,0.0130970659127385
4329-DMOKT,North California,Silver,Loyal,One year,36,77.32,6.37,114.35,1,0.4436819918809692
9678-CBHPB,Central California,Standard,Champions,Month-to-month,70,19.26,-3.3,0.0,1,0.1061123279801725
2742-KJWOW,Central California,Silver,Loyal,Month-to-month,46,58.03,25.1,283.13,0,0.2079874227717993
7837-KZVMW,South California,Platinum,Champions,Two year,63,74.35,19.55,682.69,0,0.0285473733374822
3312-FUUFT,Central California,Platinum,Champions,Two year,69,89.43,26.82,936.55,0,0.0659277893029225
5570-OWEKH,North California,Silver,Loyal,Two year,50,70.56,-1.15,0.0,0,0.0915039137206907
6012-EDSBK,North California,Standard,Loyal,Month-to-month,61,18.25,-0.26,0.0,0,0.1379072684820229
9875-ZEYIF,South California,Bronze,Need Attention,Two year,3,23.56,-3.94,0.0,0,0.0746574441369211
5541-MJLCG,South California,Silver,Champions,Month-to-month,58,77.6,16.05,141.75,0,0.4076234417025324
2772-YMOLX,North California,Bronze,Need Attention,One year,5,18.25,-8.24,0.0,0,0.156149087723017
8182-RIIYY,Central California,Silver,Champions,Month-to-month,55,58.38,15.87,156.16,0,0.4423563502402012
3545-IIUYX,Central California,Silver,Champions,Two year,60,75.54,8.88,298.58,0,0.0231643890705361
8563-JIXKF,Central California,Silver,Champions,Month-to-month,63,58.91,23.35,224.72,0,0.2422542216466362
8579-MCXHI,South California,Gold,Loyal,Month-to-month,23,60.09,12.93,92.79,0,0.5515951205886204
5783-HVROF,North California,Standard,Champions,Month-to-month,67,20.92,-10.27,0.0,0,0.2267236370957767
5407-HZUDN,North California,Bronze,Need Attention,Month-to-month,2,22.82,-5.99,0.0,1,0.6247060017004066
8019-NDDTN,North California,Standard,Loyal,Month-to-month,60,24.26,-9.07,0.0,1,0.1498419134029769
5887-HGKOM,North California,Standard,Loyal,One year,42,19.42,-1.12,0.0,0,0.0568288325723812
8913-EMGAK,South California,Silver,Loyal,Month-to-month,54,54.02,17.1,181.81,0,0.205354349850264
1509-JQJRH,South California,Gold,Loyal,Month-to-month,20,57.13,19.93,163.11,1,0.5665676434460977
4615-WGNSJ,North California,Silver,Loyal,Two year,52,48.57,8.33,290.88,0,0.0229168547970438
3737-SBGKF,Central California,Gold,Need Attention,Month-to-month,7,85.94,27.53,165.84,1,0.8581562080911976
5851-QZPPS,North California,Bronze,Need Attention,One year,5,26.89,-6.38,0.0,0,0.1833282555377422
2874-MVEHF,North California,Standard,Champions,One year,70,18.85,-5.12,0.0,0,0.0299060255461144
9632-JIVXA,North California,Silver,Champions,Two year,54,82.42,1.65,55.12,0,0.0504414504225601
8909-SWCBI,North California,Standard,Loyal,Month-to-month,59,19.59,-9.27,0.0,0,0.1349364007525257
8647-MSGIW,Central California,Bronze,Loyal,Month-to-month,27,24.6,-2.19,0.0,1,0.5998317912244511
5410-UQEYY,South California,Standard,Champions,Two year,67,19.53,-1.21,0.0,0,0.01180903427555
8019-MLHQI,Central California,Bronze,Need Attention,Two year,22,20.12,-4.91,0.0,0,0.0541169146944086
2672-BLVUW,South California,Standard,Loyal,Month-to-month,57,23.18,3.32,37.93,0,0.1307555877314786
6458-WUUNC,Central California,Gold,Need Attention,Month-to-month,6,78.36,27.93,140.1,1,0.8645795778444137
4420-WTACR,North California,Bronze,Need Attention,Month-to-month,10,44.16,11.47,74.88,1,0.7606940029169309
9806-TYBWD,North California,Standard,Champions,One year,67,44.74,1.89,44.0,0,0.0606064725854391
8957-ZNNMO,North California,Standard,Loyal,One year,44,20.55,-4.93,0.0,0,0.0887100730548199
8379-HHZWO,North California,Gold,Need Attention,Two year,4,59.49,11.46,377.9,0,0.1181950938729723
2807-YWIOK,South California,Gold,Need Attention,Month-to-month,10,70.06,21.3,217.26,0,0.4522998054527417
8588-RMZPM,South California,Silver,Champions,Month-to-month,57,70.67,19.36,157.05,0,0.6298362408004554
9340-LKKFH,South California,Gold,Need Attention,Month-to-month,6,56.44,16.65,107.49,1,0.7613615386341518
1818-SPYPC,Central California,Standard,Champions,One year,70,19.14,-0.23,0.0,0,0.0431815395296672
6585-EARAK,Central California,Gold,Need Attention,One year,1,55.59,18.94,397.29,0,0.2077262613459617
9057-GSJCF,Central California,Bronze,Need Attention,Two year,13,18.48,-12.93,0.0,0,0.0824559167515927
1671-DEWUJ,Central California,Platinum,Champions,One year,66,79.89,20.45,458.41,0,0.0658479046092433
7507-FQFQJ,South California,Gold,Need Attention,Month-to-month,5,72.48,15.87,85.32,1,0.8804376600356039
8729-VIBIH,South California,Silver,Champions,Month-to-month,57,84.63,23.71,226.48,1,0.3352655333929897
4828-OZBOE,South California,Silver,Champions,Two year,59,76.15,11.35,396.34,0,0.0615715720374651
5921-QVOEX,Central California,Gold,Loyal,Two year,25,49.57,7.22,247.44,0,0.0770837465666683
4648-MQGZB,North California,Bronze,Need Attention,Two year,4,27.16,-4.41,0.0,0,0.0754028578085242
2390-ZLXXZ,South California,Silver,Champions,One year,67,71.85,17.11,381.07,0,0.1538932887872815
7529-RPRGV,Central California,Standard,Loyal,Month-to-month,45,42.75,5.86,56.4,0,0.2048530839036172
2684-MJTGF,South California,Gold,Loyal,Month-to-month,24,85.2,23.44,171.58,1,0.6236186171447269
8275-MSWVK,Central California,Standard,Loyal,One year,56,19.11,-0.29,0.0,0,0.0305919589592433
2539-YITTL,South California,Bronze,Need Attention,Month-to-month,4,23.16,-8.56,0.0,1,0.4550123889031952
2471-MDJJN,Central California,Silver,Champions,Month-to-month,58,86.37,31.1,279.15,0,0.4266022429209179
2677-VCZIM,South California,Silver,Champions,Month-to-month,55,80.62,19.62,194.47,1,0.4116900257904622
8879-RBPOY,South California,Gold,Need Attention,Month-to-month,9,91.14,31.83,205.49,0,0.7583188644769724
6066-ZNFNX,North California,Gold,Loyal,Two year,22,52.76,14.2,483.6,0,0.0635081509048015
1155-KBVNS,Central California,Silver,Champions,Month-to-month,62,62.72,14.0,142.8,0,0.0845849234390276
9713-VKYMZ,Central California,Standard,Loyal,Two year,63,18.25,-0.97,0.0,0,0.0093657215815899
9837-FUSUE,South California,Silver,Champions,Month-to-month,66,75.48,25.6,233.47,0,0.3078036436329552
5542-DXWPD,South California,Gold,Need Attention,Month-to-month,4,46.19,13.44,79.03,1,0.7631984733580685
6909-LUCKJ,South California,Silver,Loyal,Month-to-month,49,66.61,19.41,160.25,0,0.4926639597713552
9578-HZXPE,Central California,Silver,Champions,Two year,67,55.81,1.62,56.57,0,0.0189259144706806
2998-AUSIT,Central California,Bronze,Need Attention,Two year,2,20.41,-6.76,0.0,0,0.1719747346958351
6193-VCFUJ,Central California,Standard,Champions,One year,71,23.49,-10.52,0.0,0,0.0164256457638969
9630-WCKTD,South California,Gold,Need Attention,Month-to-month,9,86.76,30.25,230.14,1,0.6020628555401718
8746-CCOGQ,North California,Silver,Loyal,Two year,54,71.24,-3.87,0.0,0,0.0372100877261108
4526-HVEME,Central California,Silver,Champions,One year,67,53.62,8.84,193.07,0,0.0417654934475123
2232-FGKMD,North California,Gold,Need Attention,Month-to-month,8,80.75,26.32,169.92,1,0.7790913973946636
1353-CQZAA,South California,Standard,Loyal,Month-to-month,56,22.62,5.42,59.19,0,0.1538960664474432
8027-STEWQ,Central California,Platinum,Champions,Month-to-month,64,88.58,33.67,389.49,0,0.1760275957351611
2419-DPUUP,Central California,Silver,Champions,Month-to-month,68,55.84,19.84,206.65,0,0.127355946901534
5641-SDJCV,Central California,Silver,Champions,Month-to-month,68,67.89,21.12,224.55,0,0.1954322556595001
6452-UMYYQ,Central California,Silver,Champions,Month-to-month,60,62.44,25.1,259.63,0,0.2408747566250733
8503-RSGZE,South California,Gold,Need Attention,One year,2,83.55,32.77,536.38,1,0.6390294564993233
7250-PCUCN,Central California,Standard,Champions,Month-to-month,66,18.31,-7.94,0.0,0,0.1080233190274068
8342-DJNYJ,Central California,Silver,Champions,Month-to-month,62,82.26,17.68,152.33,0,0.3186387567060685
2064-DFWUK,North California,Standard,Loyal,Two year,53,25.82,-9.69,0.0,0,0.0106857073407548
8626-XWACS,North California,Silver,Champions,Two year,55,74.7,8.75,296.1,0,0.0493037022731722
4435-EQJXO,Central California,Platinum,Champions,Month-to-month,70,85.31,37.05,388.58,0,0.2432260108560706
3150-YPHDO,South California,Platinum,Loyal,Two year,27,81.5,15.59,520.83,1,0.1253827432829821
7724-VDLZR,South California,Silver,Champions,Month-to-month,68,68.92,11.27,120.63,0,0.2534877866041573
1830-XRLUQ,Central California,Platinum,Loyal,One year,45,89.19,31.25,633.0,0,0.2252168112956284
3321-UGFPA,Central California,Silver,Champions,Two year,60,66.05,6.5,226.98,0,0.0120898861286556
6673-OSEPL,Central California,Bronze,Need Attention,Two year,4,47.38,2.12,72.66,0,0.0586583004234634
2570-LYVEW,North California,Gold,Need Attention,Month-to-month,12,85.42,30.94,235.39,1,0.6730249091484766
6086-BXNXC,North California,Gold,Need Attention,Month-to-month,12,79.73,33.09,211.25,1,0.8668098254625454
2510-XGOPY,Central California,Platinum,Loyal,Two year,52,52.78,21.84,734.35,0,0.0163999875029594
4034-TTSNB,North California,Silver,Champions,Month-to-month,65,55.93,16.35,171.48,0,0.1635827935294792
3394-OKERL,North California,Silver,Champions,One year,66,62.89,14.74,300.7,0,0.1800942302065955
8065-OJCCN,North California,Gold,Loyal,Month-to-month,27,76.45,27.86,191.9,1,0.9016068480342622
4179-SQHTO,North California,Silver,Champions,Month-to-month,58,83.44,31.88,306.81,0,0.5185128129865683
8916-YZDNA,Central California,Silver,Champions,Month-to-month,66,67.06,17.36,188.32,0,0.0687671858130641
8920-SGPOO,South California,Standard,Loyal,Month-to-month,49,19.05,-13.14,0.0,0,0.1966512715151978
5853-ZTKUD,South California,Bronze,Need Attention,Month-to-month,10,18.25,-3.7,0.0,1,0.6089944483364997
3567-DXAXV,Central California,Silver,Champions,Month-to-month,62,45.43,12.44,131.37,0,0.2180547755277584
9533-TLVZX,Central California,Gold,Need Attention,One year,7,63.69,8.9,175.15,0,0.2916553104269693
8063-TQXLN,North California,Gold,Loyal,Two year,20,88.81,13.92,395.88,0,0.256139298301774
8581-GTCPA,North California,Gold,Need Attention,Two year,7,70.24,15.02,511.52,0,0.0666353013614782
9973-VGDQX,Central California,Gold,Need Attention,Month-to-month,9,66.45,20.71,193.35,0,0.5098079015938575
3889-YLLIH,Central California,Standard,Champions,Month-to-month,64,21.44,2.93,32.42,1,0.1215164231490975
4010-EJHBJ,North California,Silver,Loyal,Month-to-month,43,73.51,17.41,173.82,1,0.460438248927996
1358-ESAIR,Central California,Standard,Loyal,Month-to-month,57,18.25,2.53,27.81,0,0.1210473665258259
1190-TCBFW,North California,Bronze,Need Attention,Month-to-month,7,26.55,-2.69,0.0,0,0.5746470750135936
1433-CYPOB,North California,Standard,Champions,Two year,66,55.81,-0.46,0.0,0,0.0147680948787959
4545-ONNCZ,South California,Bronze,Need Attention,Two year,7,24.59,-11.45,0.0,0,0.0611975447977628
7315-GZHDX,Central California,Gold,Need Attention,Two year,3,85.65,17.37,606.56,0,0.1674189273147026
2373-BQGDC,Central California,Gold,Need Attention,Two year,3,81.06,21.72,594.26,1,0.4206842968886694
2134-YRVQO,South California,Silver,Loyal,One year,45,87.63,11.86,276.1,0,0.0871709176657735
2959-ZVNCT,South California,Gold,Need Attention,Month-to-month,10,85.87,21.65,127.3,1,0.8877011830585034
3992-FTVPB,South California,Silver,Champions,Month-to-month,60,74.65,23.45,217.24,0,0.4662608837765338
6400-XRGQG,Central California,Gold,Loyal,One year,27,51.87,6.96,162.03,0,0.0506800849409517
8867-VODKD,South California,Platinum,Loyal,Two year,37,90.54,16.47,568.02,0,0.0592919878140374
7894-RGWTY,Central California,Silver,Champions,Month-to-month,70,77.2,35.07,372.86,1,0.3482356439077555
3519-EMGTL,South California,Gold,Need Attention,Two year,12,83.63,12.46,386.66,0,0.1145205243529259
6648-ECYLD,South California,Standard,Champions,Month-to-month,66,20.8,-10.82,0.0,0,0.0894216567409721
8305-DZKMG,Central California,Bronze,Need Attention,Month-to-month,17,23.16,-0.89,0.0,0,0.4603210078908767
1773-KJLMQ,South California,Gold,Need Attention,Month-to-month,7,82.77,20.79,159.67,1,0.7417920167383952
1660-JWYOJ,Central California,Silver,Champions,Month-to-month,53,83.73,33.49,339.19,0,0.3843835295988483
4744-UKYAP,South California,Bronze,Need Attention,Month-to-month,8,20.41,-4.49,0.0,1,0.5898615750754506
5669-LMEIJ,North California,Platinum,Loyal,Two year,38,85.89,13.11,435.15,0,0.0337971551383626
6927-PKNOB,South California,Silver,Champions,Month-to-month,59,83.63,12.86,149.69,0,0.1781334978637209
8964-XJTKB,Central California,Gold,Need Attention,One year,5,72.4,14.74,266.74,0,0.5084780900945729
8792-GJOLG,South California,Gold,Loyal,Month-to-month,32,67.27,28.88,211.4,1,0.6502491127291157
8206-JPRYM,Central California,Gold,Need Attention,One year,2,51.27,7.64,171.26,0,0.2403818591594752
5235-XMHBI,South California,Gold,Need Attention,Month-to-month,2,74.45,36.47,185.56,1,0.9338873252236294
2775-HONEM,North California,Gold,Need Attention,Two year,11,55.87,10.97,383.07,0,0.0999758281958648
5081-BHSAH,North California,Gold,Need Attention,Month-to-month,11,58.93,23.43,206.93,1,0.4872416463558389
5275-EQSIF,Central California,Silver,Champions,Month-to-month,59,80.86,26.86,246.9,0,0.4334036210160487
7987-FDACW,South California,Silver,Champions,Month-to-month,64,88.73,26.86,212.09,0,0.4386716040150127
9412-OXSKS,South California,Gold,Loyal,Two year,32,57.07,9.91,339.64,0,0.0190676536248613
4778-ZWVNN,Central California,Bronze,Need Attention,Month-to-month,18,23.14,7.12,71.09,0,0.4458118107710754
2053-QCODM,Central California,Standard,Champions,One year,66,26.45,6.56,145.16,0,0.0655750836309999
8026-IPGHE,Central California,Silver,Champions,Two year,67,78.64,12.84,448.37,0,0.0138997411865581
2458-JDXTF,South California,Gold,Need Attention,Month-to-month,5,80.62,29.42,232.3,1,0.632003987833977
8971-JNSUA,Central California,Standard,Loyal,Two year,52,19.97,-12.24,0.0,0,0.0162265834031115
3547-IPWLM,Central California,Gold,Need Attention,One year,7,59.28,20.48,462.03,0,0.090706477973911
1789-NMQWO,South California,Bronze,Need Attention,Two year,8,55.47,2.19,70.8,0,0.1382100217599282
1465-VMMWP,North California,Silver,Loyal,Two year,53,75.3,11.81,394.55,1,0.0717099573042424
8109-WMZEW,South California,Gold,Loyal,Two year,18,76.35,8.88,292.83,0,0.139477281740669
8635-CDAHZ,North California,Silver,Champions,Two year,69,57.48,7.95,277.61,0,0.004203303511026
2118-ALJQP,North California,Silver,Champions,Month-to-month,58,80.89,33.93,304.56,0,0.4671794411143589
8443-KLAZF,South California,Bronze,Need Attention,Month-to-month,13,24.29,-5.76,0.0,1,0.6095374997834412
6362-WPQES,South California,Gold,Need Attention,Month-to-month,5,56.1,16.11,122.56,1,0.7670740537216636
2710-ROMSS,South California,Gold,Need Attention,Month-to-month,15,69.94,26.08,174.01,1,0.6243513237030673
2842-JMDJB,South California,Standard,Loyal,Two year,40,22.8,0.93,32.48,0,0.0224231536410033
4948-FFVDD,Central California,Silver,Champions,Month-to-month,59,70.91,14.13,118.69,1,0.524790085832712
3884-AWZUU,Central California,Bronze,Need Attention,Month-to-month,6,19.48,-5.91,0.0,0,0.5561045570306901
1914-OCHMR,North California,Silver,Loyal,Month-to-month,42,76.04,36.77,266.51,1,0.6924469430726118
3496-GVFMH,North California,Platinum,Loyal,One year,48,87.53,27.7,596.99,0,0.1411733870288581
8673-NCDZY,North California,Gold,Need Attention,Month-to-month,7,66.26,14.94,128.72,1,0.56978543716673
7903-CTRYM,North California,Silver,Champions,Month-to-month,62,54.86,23.73,211.29,0,0.385282889461656
5232-QDTME,Central California,Gold,Need Attention,One year,3,63.17,4.65,108.25,1,0.0648257154498954
8336-GWHML,South California,Bronze,Need Attention,Month-to-month,13,18.25,-9.55,0.0,0,0.4463514996207772
7589-EGFFL,South California,Platinum,Champions,Two year,66,71.78,16.41,523.41,0,0.0249823020869775
6275-WKKEC,Central California,Silver,Champions,One year,63,61.58,18.29,425.79,0,0.1392778804228405
7851-QNLNV,South California,Gold,Need Attention,Month-to-month,2,67.92,23.95,137.38,1,0.8423659745840982
2703-MGCSS,South California,Standard,Champions,Month-to-month,65,21.42,-1.79,0.0,0,0.2031168996344106
